"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"2366","CAR-Q 100","5/30/2026","","","","14.8","0","0","0","0","0:00","102:00:00"
"2367","HYPAFIX 5X1","12/29/2029","","","","21.922","0","0","0","0","0:00","3:00"
"2368","M TAWON CC","","BOTOL","LUAR","BIASA","21.199","0","0","0","0","0:00","0:00"
"2369","HYPAFIX 5X5","12/29/2024","","","","91.686","0","0","0","0","0:00","1:00"
"2370","M TAWON DD","","BOTOL","LUAR","BIASA","28.749","0","0","0","0","0:00","0:00"
"2371","M TAWON EE","6/30/2028","BOTOL","LUAR","BIASA","46.597","0","0","0","0","0:00","2:00"
"2372","LASGAN","8/30/2026","KAPSULUL","ORAL","BIASA","19.425","0","0","0","0","0:00","83:00:00"
"2373","M TAWON FF","1/30/2029","BOTOL","LUAR","BIASA","65.825","0","0","0","0","0:00","2:00"
"2374","CPG 75 MG","8/30/2026","","","","24.42","0","0","0","0","0:00","87:00:00"
"2375","M TELON LANG 100ML","9/30/2024","BOTOL","LUAR","BIASA","25.623","0","0","0","0","0:00","1:00"
"2376","PERBAN 5CM","12/29/2029","","","","910","0","0","0","0","0:00","100:00:00"
"2377","SANMAG SYR","1/31/2026","FLS","SYR","BIASA","0","0","0","0","0","0:00","1:00"
"2378","CONCOR 5 MG","2/28/2025","","","","10.553","0","0","0","0","0:00","20:00"
"2379","MYLANTA SYRUP 50ML","7/31/2027","FLS","SYR","BIASA","15.041","0","0","0","0","0:00","1:00"
"2380","GUANISTREP SYR","3/31/2028","FLS","SYR","BIASA","8.542","0","0","0","0","0:00","1:00"
"2381","PIROFEL GEL","5/30/2026","TUBE","BEBAS","BIASA","21.756","0","0","0","0","0:00","2:00"
"2382","MYLANTA SYRUP 150ML","1/31/2027","FLS","SYR","BIASA","40.415","0","0","0","0","0:00","1:00"
"2383","JASA OBAT RACIK","12/29/2024","JASA","JASA","BIASA","0","0","25","0","0","99,999,999.00","99,999,999.00"
"2384","JASA OBAT JADI","12/29/2024","JASA","JASA","BIASA","0","0","15","0","0","99,999,999.00","99,999,998.00"
"2385","BORRAGINOL S CREAM","1/30/2026","TUBE","BEBAS","BIASA","116.55","0","0","0","0","0:00","3:00"
"2386","PLANTACID SYR","5/31/2026","BOTOL","ORAL","BIASA","13.32","0","0","0","0","0:00","2:00"
"2387","CONCOR 2,5 MG","10/30/2026","","","","7.652","0","0","0","0","0:00","117:00:00"
"2388","PLANTACID FORTE SYR","11/30/2025","FLS","SYR","BIASA","33.3","0","0","0","0","0:00","1:00"
"2389","M TELON KONICARE 60ML","4/30/2026","BOTOL","LUAR","BIASA","0","0","0","0","0","0:00","1:00"
"2390","CARDISAN 10 MG","8/30/2026","","","","12.599","0","0","0","0","0:00","291:00:00"
"2391","M TELON KONICARE 125ML","4/30/2025","BOTOL","LUAR","BIASA","38.107","0","0","0","0","0:00","1:00"
"2392","CATAFLAM 50 MG","5/30/2027","","","","6.818","0","0","0","0","0:00","58:00:00"
"2393","RENALYTE","5/31/2026","FL","LOT","BIASA","22.2","0","0","0","0","0:00","1:00"
"2394","PERBAN 10CM","","","","","1.2","0","0","0","0","0:00","45:00:00"
"2395","FAKTU OINT","4/30/2026","TUBE","BEBAS","BIASA","125.597","0","0","0","0","0:00","2:00"
"2396","KONICARE MINYAK TELON PLUS 125ML","2/28/2027","BOTOL","LUAR","BIASA","45.078","0","0","0","0","0:00","1:00"
"2397","ORALIT","2/28/2026","SACK","SACK","BIASA","467","0","0","0","0","0:00","70:00:00"
"2398","OPTIMAX","6/30/2026","KAPSULUL","ORAL","BIASA","6.845","0","0","0","0","0:00","18:00"
"2399","CEFAT 500 MG","7/30/2027","","","","12.099","0","0","0","0","0:00","24:00:00"
"2400","DETTOL SABUN 110GR","12/29/2024","PC","","BIASA","6.468","0","0","0","0","0:00","7:00"
"2401","PERBAN 15Cm","","","","","1.7","0","0","0","0","0:00","30:00:00"
"2402","VOLTADEX 50MG","9/30/2025","BOX","ORAL","BIASA","256","0","0","0","0","0:00","221:00:00"
"2403","JF SULFUR","9/30/2028","PC","LAIN-LAIN","BIASA","12.41","0","0","0","0","0:00","3:00"
"2404","M KP LANG 15ML","8/30/2029","BOTOL","LUAR","BIASA","5.75","0","0","0","0","0:00","3:00"
"2405","CELEBREX 100MG","10/30/2025","","","","12.012","0","0","0","0","0:00","7:00"
"2406","ASEPSO","2/28/2026","PC","LAIN-LAIN","BIASA","7.5","0","0","0","0","0:00","3:00"
"2407","OPIVASK 10","5/30/2026","TABLETLET","ORAL","BIASA","12.765","0","0","0","0","0:00","55:00:00"
"2408","SABUN HIJAU","12/31/2030","PC","LAIN-LAIN","BIASA","5","0","0","0","0","0:00","3:00"
"2409","INTUNAL FORTE PER TABLET","7/30/2028","TABLET","ORAL","BIASA","900","0","0","0","0","0:00","150:00:00"
"2410","LACTACYD FH PINK 60ML","5/31/2027","FLS","LOT","BIASA","26.695","0","0","0","0","0:00","2:00"
"2411","NOSPIRINAL","8/30/2026","TABLETLET","ORAL","BIASA","666","0","0","0","0","0:00","440:00:00"
"2412","COMBIVEN 2,5ML 2O*S","3/30/2026","","","","24.436","0","0","0","0","0:00","23:00"
"2413","M KP LANG 30ML","6/30/2029","BOTOL","","BIASA","10.5","0","0","0","0","0:00","4:00"
"2414","ZYPRAZ 1 MG","3/30/2025","TABLETLET","TABLETLET","PSIKOTROPIKA","6.105","0","0","0","0","0:00","2:00"
"2415","FUNGIDERM 5GRAM","3/30/2029","TUBE","LUAR","BIASA","12.954","0","0","0","0","0:00","2:00"
"2416","TROPICANA SLIM DIAB 100*S","6/30/2027","BOX","PULV","BIASA","0","0","0","0","0","0:00","1:00"
"2417","M KP LANG 60ML","5/30/2029","BOTOL","LUAR","BIASA","0","0","0","0","0","0:00","4:00"
"2418","BODREX TABLET","6/30/2026","TABLET","TABLET","BIASA","3.598","0","0","0","0","0:00","1:00"
"2419","CERINI TAN","11/30/2026","","","","4.329","0","0","0","0","0:00","25:00:00"
"2420","TROPICANA SLIM DIAB 25*S","8/31/2027","BOX","PULV","BIASA","0","0","0","0","0","0:00","1:00"
"2421","M KP LANG 120ML","6/30/2029","BOTOL","LUAR","BIASA","37.093","0","0","0","0","0:00","2:00"
"2422","CONBIS 5 MG","3/30/2026","","","","5.55","0","0","0","0","0:00","120:00:00"
"2423","TROPICANA SLIM CLAS 50*S","2/28/2027","BOX","PULV","BIASA","42.735","0","0","0","0","0:00","3:00"
"2424","CODIPRONT KAPSULUL","11/30/2028","KAPSULUL","ORAL","NARKOTIKA","8.01","0","0","0","0","0:00","130:00:00"
"2425","M KP LANG 210ML","8/30/2029","BOTOL","LUAR","BIASA","0","0","0","0","0","0:00","1:00"
"2426","SPUIT ONEMED 100ML","12/29/2028","","","","25","0","0","0","0","0:00","2:00"
"2427","GENTAMICIN SK","9/30/2025","TUBE","LUAR","BIASA","3.7","0","0","0","0","0:00","22:00"
"2428","MIXAGRIP FLU","1/30/2026","STRIP","ORAL","BIASA","2.62","0","0","0","0","0:00","3:00"
"2429","MAXMIL","10/30/2027","TABLETLET","ORAL","BIASA","4.995","0","0","0","0","0:00","110:00:00"
"2430","TROPICANA SLIM CLAS 25*S","12/31/2026","BOX","PULV","BIASA","23.31","0","0","0","0","0:00","1:00"
"2431","PLOSSA BLUEMONTAIN","1/30/2027","FLS","LUAR","BIASA","10.343","0","0","0","0","0:00","7:00"
"2432","ACYCLOVIR CREAM 5GRAM","4/30/2024","TUBE","LUAR","BIASA","6.728","0","0","0","0","0:00","27:00:00"
"2433","MIXAGRIP FLU BATUK","1/30/2026","STRIP","ORAL","BIASA","2.74","0","0","0","0","0:00","16:00"
"2434","SPUIT TERUMO 10ML","12/29/2024","","","","4","0","0","0","0","0:00","11:00"
"2435","MALTOFER FOL","8/30/2029","TABLETLET","ORAL","BIASA","3.419","0","0","0","0","0:00","164:00:00"
"2436","CHOLINAAR 500","12/29/2024","","","","12.21","0","0","0","0","0:00","120:00:00"
"2437","HYDROCORTISONE 2,5% 5GRAM","4/30/2026","TUBE","LUAR","BIASA","6.66","0","0","0","0","0:00","19:00"
"2438","NEPHRISOL D","5/31/2025","BOX","SUSU","BIASA","78.81","0","0","0","0","0:00","1:00"
"2439","CODITAM TABLETLET","10/30/2026","TABLETLET","ORAL","NARKOTIKA","5.55","0","0","0","0","0:00","101:00:00"
"2440","ONE MED TEST PACK","12/31/2025","PC","ALKES","BIASA","0","0","0","0","0","0:00","13:00"
"2441","ALKOHOL SWAB","12/29/2027","","","","15.279","0","0","0","0","0:00","6:00"
"2442","FRESH CARE (ALL VAR)","1/30/2027","FLS","LUAR","BIASA","12.832","0","0","0","0","0:00","13:00"
"2443","BETADINE SOL 5ML","12/29/2024","FLS","LOT","BIASA","6.139","0","0","0","0","0:00","2:00"
"2444","PANADOL COLD&FLU HIJAU","7/30/2026","STRIP","ORAL","BIASA","14.985","0","0","0","0","0:00","11:00"
"2445","MESTINON","3/30/2026","TABLETLET","ORAL","BIASA","14.115","0","0","0","0","0:00","90:00:00"
"2446","SCABIMITE 10GRAM","6/30/2027","TUBE","LUAR","BIASA","53.68","0","0","0","0","0:00","3:00"
"2447","BETADINE SOL 15ML","1/31/2027","FLS","LOT","BIASA","15.207","0","0","0","0","0:00","3:00"
"2448","GENOINT SK","6/30/2026","TUBE","LUAR","BIASA","6.1","0","0","0","0","0:00","3:00"
"2449","MEI ACT 200MG","12/29/2024","TABLETLET","ORAL","BIASA","30.525","0","0","0","0","0:00","14:00"
"2450","BETADINE SOL 30ML","7/31/2027","FLS","LOT","BIASA","0","0","0","0","0","0:00","2:00"
"2451","SAFE CARE","9/30/2027","FLS","LUAR","BIASA","15.15","0","0","0","0","0:00","9:00"
"2452","PANADOL EXTRA MERAH","1/29/2026","STRIP","TABLET","BIASA","11.955","0","0","0","0","0:00","8:00"
"2453","KENALOG IN ORABASE","6/30/2027","TUBE","LUAR","BIASA","69.93","0","0","0","0","0:00","3:00"
"2454","NOVA-T","12/29/2024","","","","374.622","0","0","0","0","0:00","3:00"
"2455","MYONEP","10/30/2026","TABLETLET","ORAL","BIASA","6.383","0","0","0","0","0:00","141:00:00"
"2456","MST CONTINUS 10 MG TABLETLET","2/28/2026","KAPSULUL","ORAL","NARKOTIKA","15.762","0","0","0","0","0:00","60:00:00"
"2457","ELOX PER 5GRAM","6/30/2026","TUBE","LUAR","BIASA","41.65","0","0","0","0","0:00","6:00"
"2458","KONDOM SUTRA 12*S","2/28/2028","BOX","LUAR","BIASA","0","0","0","0","0","0:00","14:00"
"2459","PARATUSIN TABLET","7/29/2026","TABLET","ORAL","BIASA","1.47","0","0","0","0","0:00","410:00:00"
"2460","CITAZ 100","4/30/2026","","","","14.652","0","0","0","0","0:00","103:00:00"
"2461","BIOCREAM PER 5GRAM","7/30/2026","TUBE","LUAR","BIASA","8.939","0","0","0","0","0:00","8:00"
"2462","PARAMEX TABLET","5/29/2026","STRIP","ORAL","BIASA","2.176","0","0","0","0","0:00","8:00"
"2463","MOBAFER 500MCG","2/28/2025","KAPSULUL","ORAL","BIASA","2.775","0","0","0","0","0:00","100:00:00"
"2464","THERMOMETER DIGITAL","12/29/2024","","Luar","","21.09","0","0","0","0","0:00","23:00"
"2465","MERTIGO SR","7/30/2026","TABLETLET","ORAL","BIASA","7.326","0","0","0","0","0:00","630:00:00"
"2466","SENSITIF TEST PACK","3/30/2026","PC","LUAR","BIASA","23.31","0","0","0","0","0:00","3:00"
"2467","BETAMETASONE CR 5GRAM","6/30/2026","TUBE","LUAR","BIASA","3.885","0","0","0","0","0:00","28:00:00"
"2468","MIOZIDINE MR 35MG","7/30/2026","TABLETLET","ORAL","BIASA","4.44","0","0","0","0","0:00","72:00:00"
"2469","MYCORIN POWDER","3/31/2028","FLS","PULV","BIASA","49.64","0","0","0","0","0:00","4:00"
"2470","ESTER C BTL 30*S","11/29/2026","FL","ORAL","BIASA","45.344","0","0","0","0","0:00","2:00"
"2471","NASALIN SPRAY 100 ML","5/30/2027","BOTOL","LUAR","BIASA","122.1","0","0","0","0","0:00","2:00"
"2472","KASA STERIL","8/29/2029","","","","2.75","0","0","0","0","0:00","27:00:00"
"2473","BENOSON CR","11/30/2028","TUBE","LUAR","BIASA","15.136","0","0","0","0","0:00","3:00"
"2474","GLIQUIDONE 30MG","7/30/2026","TABLET","ORAL","BIASA","1.337","0","0","0","0","0:00","401:00:00"
"2475","CALADINE LOTION 95ML","5/31/2026","FLS","LOT","BIASA","22.888","0","0","0","0","0:00","3:00"
"2476","VITACIMIN (ALL VAR)","2/28/2027","STRIP","ORAL","BIASA","1.577","0","0","0","0","0:00","10:00"
"2477","CALADINE POWDER 60GR","3/31/2029","FLS","LAIN-LAIN","BIASA","10.956","0","0","0","0","0:00","1:00"
"2478","STIK GLUCO DR","12/29/2024","","","","155","0","0","0","0","0:00","1:00"
"2479","MICONAZOLE PER 5GR","12/29/2024","TUBE","LUAR","BIASA","4","0","0","0","0","0:00","22:00"
"2480","CALADINE POWDER 100GR","7/31/2028","","","BIASA","0","0","0","0","0","0:00","3:00"
"2481","SANBREATH","12/29/2024","","","","40.848","0","0","0","0","0:00","5:00"
"2482","GLIMEPIRIDE 2MG","2/28/2028","TABLET","ORAL","BIASA","1.447","0","0","0","0","0:00","543:00:00"
"2483","FROZZ PERMEN","3/29/2026","FL","ORAL","BIASA","6.494","0","0","0","0","0:00","13:00"
"2484","MALTIRON GOLD","8/30/2026","TABLETLET","ORAL","BIASA","3.33","0","0","0","0","0:00","60:00:00"
"2485","ULTRAPROCT-N CREAM","10/30/2025","TUBE","LUAR","BIASA","116.432","0","0","0","0","0:00","3:00"
"2486","MARIMER HYPERTONIC","11/30/2026","BOTOL","LUAR","BIASA","144.3","0","0","0","0","0:00","5:00"
"2487","STREPSIL (ALL VAR)","12/29/2024","SACHET","ORAL","BIASA","15.049","0","0","0","0","0:00","12:00"
"2488","NEBACETINE POWDER","12/29/2026","","","","25.53","0","0","0","0","0:00","5:00"
"2489","GLIMEPIRIDE 3MG","12/30/2026","TABLET","ORAL","BIASA","1.973","0","0","0","0","0:00","400:00:00"
"2490","ILLIADYN SPRAY 0.05%","6/30/2026","","","","82.682","0","0","0","0","0:00","5:00"
"2491","GLIMEPIRIDE 4MG","3/30/2024","TABLET","ORAL","BIASA","0","0","0","0","0","0:00","251:00:00"
"2492","KALPANAK CREAM 5GR","9/30/2025","TUBE","LUAR","BIASA","14.2","0","0","0","0","0:00","2:00"
"2493","PERMEN TOLAK ANGIN","9/29/2026","SACHET","ORAL","BIASA","1.96","0","0","0","0","0:00","21:00"
"2494","BOTOL COKLAT 150CC","12/29/2024","","","","7.5","0","0","0","0","0:00","10:00"
"2495","GLIBENCLAMIDE 5MG","12/29/2024","TABLET","ORAL","BIASA","176","0","0","0","0","0:00","310:00:00"
"2496","ILLIADIN DROP 0.025%","6/30/2026","","","","80.804","0","0","0","0","0:00","10:00"
"2497","BETASON-N","8/30/2025","TUBE","LUAR","BIASA","18.315","0","0","0","0","0:00","16:00"
"2498","OSTEOCAL","5/30/2027","TABLETLET","ORAL","BIASA","963","0","0","0","0","0:00","388:00:00"
"2499","BOTOL COKLAT 30CC","12/29/2024","","","","6","0","0","0","0","0:00","22:00"
"2500","DESOLEX CR","4/30/2027","TUBE","LUAR","BIASA","27.75","0","0","0","0","0:00","5:00"
"2501","COUNTERPAIN 30GRAM","7/30/2027","TUBE","LUAR","BIASA","41.403","0","0","0","0","0:00","1:00"
"2502","GEMFIBROZIL 300","7/30/2026","TABLET","ORAL","BIASA","0","0","0","0","0","0:00","100:00:00"
"2503","CARDISAN 5MG","8/31/2026","TABLET","TABLET","BIASA","7.104","0","0","0","0","0:00","898:00:00"
"2504","VALDO 10/160","8/30/2025","BOX","ORAL","BIASA","11.1","0","0","0","0","0:00","192:00:00"
"2505","AMOXSAN DROP","3/30/2025","FL","","","25.641","0","0","0","0","0:00","6:00"
"2506","VALDO 5/80","3/30/2025","BOX","LUAR","BIASA","8.88","0","0","0","0","0:00","7:00"
"2507","POT SALEP TANGGUNG (20GR)","12/29/2024","","","","1.3","0","0","0","0","0:00","11:00"
"2508","CEFAT SYRUP","10/30/2026","","","","51.338","0","0","0","0","0:00","1:00"
"2509","VOLTAREN 50MG","7/30/2025","BOX","ORAL","BIASA","7.318","0","0","0","0","0:00","37:00:00"
"2510","FARSORBID 5MG","2/28/2026","TABLET","TABLET","BIASA","489","0","0","0","0","0:00","10,851.00"
"2511","AMOXICILLIN TABLETLET 500MG","2/28/2025","KAPSULUL","ORAL","BIASA","722","0","0","0","0","0:00","308:00:00"
"2512","OSTEOKOM","4/30/2026","KAPSULUL","ORAL","BIASA","6.66","0","0","0","0","0:00","60:00:00"
"2513","VIP ALBUMIN KAPSULUL","9/30/2027","BOX","ORAL","","7.77","0","0","0","0","0:00","124:00:00"
"2514","KERTAS PUYER","12/29/2024","","","","57","0","0","0","0","0:00","92,100.00"
"2515","SALAH","4/30/2026","KAPSULUL","ORAL","BIASA","6.66","0","0","0","0","0:00","60:00:00"
"2516","CEFIXIME 100MG","3/30/2027","KAPSULUL","ORAL","BIASA","2.417","0","0","0","0","0:00","418:00:00"
"2517","DEHIDRALYTE","12/29/2024","","","","6.65","0","0","0","0","0:00","6:00"
"2518","ANTASIDA DOEN TABLETLET","1/30/2026","TABLET","ORAL","BIASA","149","0","0","0","0","0:00","309:00:00"
"2519","ACETYLCYSTINE 200MG","5/30/2027","KAPSULUL","ORAL","BIASA","1.166","0","0","0","0","0:00","163:00:00"
"2520","K2 BONE","10/30/2025","TABLETlet","Oral","BIASA","7.548","0","0","0","0","0:00","55:00:00"
"2521","SANTADEX TT","6/30/2026","BOTOL","TT","BIASA","14.392","0","0","0","0","0:00","8:00"
"2522","AMBROXOL 30MG","6/30/2027","TABLET","ORAL","BIASA","143","0","0","0","0","0:00","328:00:00"
"2523","ALLOPURINOL 300MG","6/30/2027","TABLET","ORAL","BIASA","570","0","0","0","0","0:00","91:00:00"
"2524","KALNEX 500MG","2/28/2027","TABLETlet","Oral","BIASA","4.907","0","0","0","0","0:00","76:00:00"
"2525","VERTIGOSAN 6MG","1/30/2025","BOX","ORAL","BIASA","3.164","0","0","0","0","0:00","67:00:00"
"2526","ALLOPURINOL 100MG","7/30/2027","TABLET","ORAL","BIASA","185","0","0","0","0","0:00","333:00:00"
"2527","OXOFERIN","5/30/2026","BOTOL","LUAR","BIASA","89.355","0","0","0","0","0:00","1:00"
"2528","RHINOMAX","10/30/2026","TABLETLET","ORAL","BIASA","6.105","0","0","0","0","0:00","180:00:00"
"2529","VOLTERI 8/5","3/30/2026","BOX","TABLET","BIASA","13.32","0","0","0","0","0:00","140:00:00"
"2530","CIPROFLOXACIN 500","6/30/2026","KAPSULUL","ORAL","BIASA","627","0","0","0","0","0:00","276:00:00"
"2531","LODIPAS 5MG","1/31/2028","TABLET","TABLET","BIASA","3.663","0","0","0","0","0:00","5,392.00"
"2532","REBAL PLUS","3/30/2026","KAPSULUL","ORAL","BIASA","2.664","0","0","0","0","0:00","259:00:00"
"2533","SANTAGESIK INJ","12/29/2024","AMPUL","INJEKSI","","11.433","0","0","0","0","0:00","2:00"
"2534","KALITAKE","5/29/2027","SACHETet","Oral","BIASA","19.98","0","0","0","0","0:00","122:00:00"
"2535","CEFADROXIL 500MG","8/30/2025","KAPSULUL","ORAL","BIASA","860","0","0","0","0","0:00","80:00:00"
"2536","VARDIPIN 10/160","6/30/2027","BOX","LUAR","BIASA","16.095","0","0","0","0","0:00","44:00:00"
"2537","VICOM-ZET","6/30/2025","BOX","ORAL","BIASA","2.276","0","0","0","0","0:00","100:00:00"
"2538","VIT C 50MG","5/30/2026","TABLET","ORAL","BIASA","161","0","0","0","0","0:00","480:00:00"
"2539","ONDANSENTRON INJ","12/29/2028","AMPUL","INJEKSI","","2.109","0","0","0","0","0:00","9:00"
"2540","ACYCLOVIR 400MG","4/30/2027","TABLET","ORAL","BIASA","1.066","0","0","0","0","0:00","86:00:00"
"2541","KOLSIFAR","8/30/2026","TABLETlet","Oral","BIASA","3.33","0","0","0","0","0:00","59:00:00"
"2542","CEFADROXIL 125 SYR","1/30/2025","","","","12.21","0","0","0","0","0:00","6:00"
"2543","CAPTOPRIL 25 MG","3/30/2026","TABLET","ORAL","BIASA","228","0","0","0","0","0:00","124:00:00"
"2544","ULSAFAT SYR","2/28/2026","","","","45.98","0","0","0","0","0:00","2:00"
"2545","RANITIDINE INJ","12/29/2024","AMPUL","INJEKSI","","1.554","0","0","0","0","0:00","7:00"
"2546","PEHAVRAL","6/30/2025","TABLET","TABLET","BIASA","1.221","0","0","0","0","0:00","224:00:00"
"2547","ACARBOSE 50MG","2/28/2026","TABLET","ORAL","BIASA","1.197","0","0","0","0","0:00","1,237.00"
"2548","ZIBRAMAX 500MG","9/30/2026","BOX","ORAL","BIASA","44.4","0","0","0","0","0:00","25:00:00"
"2549","PUSPACAL","2/28/2026","TABLET","TABLET","BIASA","6.29","0","0","0","0","0:00","134:00:00"
"2550","ATORVASTATIN 10MG","5/30/2026","TABLET","ORAL","BIASA","2.775","0","0","0","0","0:00","285:00:00"
"2551","ZITANID 2MG","7/30/2027","BOX","ORAL","BIASA","6.105","0","0","0","0","0:00","30:00:00"
"2552","SIKZONOAT INJ","12/29/2026","AMPUL","INJEKSI","","93.077","0","0","0","0","0:00","8:00"
"2553","KEREN","5/30/2026","TABLETlet","Oral","","3.552","0","0","0","0","0:00","120:00:00"
"2554","ROZET 10","2/28/2026","TABLETLET","ORAL","BIASA","23.865","0","0","0","0","0:00","60:00:00"
"2555","YAZ","9/30/2025","BOX","ORAL","BIASA","299.738","0","0","0","0","0:00","2:00"
"2556","MAXPRO DROP","11/30/2026","","","","61.05","0","0","0","0","0:00","17:00"
"2557","CLOPIDOGREL 75MG","2/28/2026","TABLET","ORAL","BIASA","2.664","0","0","0","0","0:00","1,904.00"
"2558","PEPZOL 40MG","12/29/2024","TABLET","TABLET","BIASA","18.87","0","0","0","0","0:00","240:00:00"
"2559","CAPTOPRIL 12,5 MG","2/28/2026","TABLET","ORAL","BIASA","143","0","0","0","0","0:00","395:00:00"
"2560","UROGETIX 100MG","1/30/2028","BOX","ORAL","BIASA","7.452","0","0","0","0","0:00","300:00:00"
"2561","PROVELYN 75MG","7/31/2026","KAPSULUL","TABLET","BIASA","16.571","0","0","0","0","0:00","231:00:00"
"2562","ROVAPRO 20","11/30/2025","TABLETLET","ORAL","BIASA","8.325","0","0","0","0","0:00","111:00:00"
"2563","BETAHISTINE 6MG","7/30/2026","TABLET","ORAL","BIASA","777","0","0","0","0","0:00","89:00:00"
"2564","INPEPSA SYR","8/30/2026","","","","83.25","0","0","0","0","0:00","3:00"
"2565","URSOLIC 250MG","5/30/2026","BOX","ORAL","BIASA","10.545","0","0","0","0","0:00","167:00:00"
"2566","PROVE-D DROP","5/30/2026","","","","244.2","0","0","0","0","0:00","1:00"
"2567","CHLORAMPHENICOL 250MG","9/30/2026","TABLET","ORAL","BIASA","772","0","0","0","0","0:00","40:00:00"
"2568","KSR","12/29/2025","TABLETlet","Oral","BIASA","4.675","0","0","0","0","0:00","106:00:00"
"2569","ULOSTAT 80MG","1/30/2026","BOX","ORAL","BIASA","12.95","0","0","0","0","0:00","30:00:00"
"2570","LODOMER DROP","9/30/2026","","","","40.293","0","0","0","0","0:00","50:00:00"
"2571","CETIRIZINE 10MG","10/30/2026","TABLET","ORAL","BIASA","370","0","0","0","0","0:00","475:00:00"
"2572","RICOXA 90","1/30/2026","TABLETLET","ORAL","BIASA","9.435","0","0","0","0","0:00","39:00:00"
"2573","RHINOS SR","1/31/2026","KAPSULUL","TABLET","BIASA","7.437","0","0","0","0","0:00","372:00:00"
"2574","RILLUS BIOGAIA","12/29/2025","TABLETLET","ORAL","","10.36","0","0","0","0","0:00","50:00:00"
"2575","CTM 4MG","6/30/2027","TABLET","ORAL","BIASA","104","0","0","0","0","0:00","340:00:00"
"2576","REBAMAX","8/31/2026","TABLET","TABLET","BIASA","4.218","0","0","0","0","0:00","700:00:00"
"2577","GENTAMYCIN EO","5/30/2027","TUBE","EO","BIASA","40.377","0","0","0","0","0:00","3:00"
"2578","CANDESARTAN 16MG","1/30/2026","TABLET","TABLET","BIASA","805","0","0","0","0","0:00","47:00:00"
"2579","REVOLAN 1200","1/30/2027","TABLETLET","ORAL","BIASA","5.717","0","0","0","0","0:00","248:00:00"
"2580","KIFOVIR","5/30/2026","TABLETlet","Oral","BIASA","12.95","0","0","0","0","0:00","10:00"
"2581","FENOFIBRATE 100MG","9/30/2025","TABLET","TABLET","BIASA","2.22","0","0","0","0","0:00","25:00:00"
"2582","REGLUS XR","5/30/2026","TABLETLET","ORAL","BIASA","0","0","0","0","0","0:00","40:00:00"
"2583","RECOLIN 500MG","1/31/2027","TABLET","TABLET","BIASA","18.5","0","0","0","0","0:00","228:00:00"
"2584","FENOFIBRATE 300MG","10/30/2025","TABLET","ORAL","BIASA","3.145","0","0","0","0","0:00","25:00:00"
"2585","NUTRIMAMA 1","11/30/2026","KAPSULul","Oral","BIASA","10.272","0","0","0","0","0:00","128:00:00"
"2586","ETHAMBUTOL 500MG","10/30/2025","TABLET","ORAL","BIASA","1.31","0","0","0","0","0:00","177:00:00"
"2587","SANBETOIN 100MG","4/30/2026","TABLET","NASAL DROP","BIASA","1.721","0","0","0","0","0:00","310:00:00"
