"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"BETADINE KUMUR 100ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","23,899","16","27,723","11","26,528","0.00","5.00"
"Needle 23 BD","0","00/00/0000","0","0","0","0","60,000","16","69,600","11","66,600","0.00","1.00"
"TANTUM VERDE 120ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","0","16","0","11","0","0.00","1.00"
"ALGANAX 0,25 MG","0","00/00/0000","ALPRAZOLAM 0,25","TABLET","ORAL","PSIKOTROPIKA","2,498","16","2,898","11","2,773","0.00","143.00"
"VEGETA HERBAL","0","00/00/0000","0","SACH","PULV","BIASA","0","16","0","11","0","0.00","74.00"
"CLORILEX 25MG","0","00/00/0000","CLOZAPINE","BOX","ORAL","BIASA","4,440","16","5,150","11","4,928","0.00","302.00"
"TANTUM VERDE 60ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","24,420","16","28,327","11","27,106","0.00","1.00"
"Dermafix T 10x25","0","00/00/0000","0","0","0","0","16,850","16","19,546","11","18,704","0.00","10.00"
"SILEX SYR","0","00/00/0000","0","FLS","SYR","BIASA","71,540","16","82,986","11","79,409","0.00","3.00"
"ALMEN 5MG","0","00/00/0000","DONEPEZILE HCL","BOX","ORAL","BIASA","23,310","16","27,040","11","25,874","0.00","107.00"
"FG TROCHES","0","00/00/0000","0","TAB","TAB","BIASA","0","16","0","11","0","0.00","100.00"
"DEGIROL LOZ 100","0","00/00/0000","0","TAB","TAB","BIASA","1,177","16","1,365","11","1,306","0.00","25.00"
"DULCOLAX TAB 5MG","0","00/00/0000","0","TABLET","ORAL","BIASA","2,323","16","2,695","11","2,579","0.00","14.00"
"ASPILET 80 CHEW","0","00/00/0000","0","0","0","0","633","16","734","11","703","0.00","525.00"
"ROHTO COOL TM","0","00/00/0000","0","BOTOL","LUAR","BIASA","16,234","16","18,831","11","18,020","0.00","3.00"
"OB HERBAL 100 ML","0","00/00/0000","0","FLS","SYR","BIASA","21,100","16","24,476","11","23,421","0.00","1.00"
"ACETIN 600 EFF","0","00/00/0000","0","0","0","0","111,000","16","128,760","11","123,210","0.00","3.00"
"ROHTO TM","0","00/00/0000","0","BOTOL","LUAR","BIASA","11,738","16","13,616","11","13,029","0.00","3.00"
"Cervical Collar","0","00/00/0000","0","0","0","0","125,000","16","145,000","11","138,750","0.00","1.00"
"OBH COMBI HERBAL BP 60 ML","0","00/00/0000","0","BOTOL/DROP","ORAL","BIASA","15,235","16","17,673","11","16,911","0.00","1.00"
"NEOZEP F /STRIP","0","00/00/0000","0","TABLET","ORAL","BIASA","0","16","0","11","0","0.00","25.00"
"ASCARDIA 80","0","00/00/0000","0","0","0","0","1,086","16","1,260","11","1,205","0.00","90.00"
"BISOLVON EXTRA 60ML","0","00/00/0000","0","FLS","SYR","BIASA","48,886","16","56,708","11","54,263","0.00","2.00"
"LODOMER 2MG","0","00/00/0000","HALOPERIDOL 2MG","BOX","ORAL","BIASA","1,213","16","1,407","11","1,346","0.00","189.00"
"LASAL 4MG","0","00/00/0000","SALBUTAMOL 4MG","KAPSUL","KAPSUL","BIASA","2,498","16","2,898","11","2,773","0.00","190.00"
"Sensi Pads","0","00/00/0000","0","0","0","0","38,500","16","44,660","11","42,735","0.00","1.00"
"AMOXSAN 250 DIPS","0","00/00/0000","0","0","0","0","1,665","16","1,931","11","1,848","0.00","178.00"
"NEUROBION PER TAB","0","00/00/0000","0","TAB","TAB","BIASA","2,463","16","2,857","11","2,734","0.00","210.00"
"ARDIUM","0","00/00/0000","0","0","0","0","9,424","16","10,932","11","10,461","0.00","48.00"
"ATARAX 0,5 MG","0","00/00/0000","ALPRAZOLAM 0,5","TABLET","ORAL","PSIKOTROPIKA","2,003","16","2,323","11","2,223","0.00","769.00"
"CURCUMA TAB","0","00/00/0000","0","TAB","TAB","BIASA","1,083","16","1,256","11","1,202","0.00","42.00"
"STELOSI 5MG","0","00/00/0000","TRIFLUOPERAZINE 5MG","BOX","ORAL","BIASA","642","16","745","11","713","0.00","2,870.00"
"Dermafix T 5x7","0","00/00/0000","0","0","0","0","2,000","16","2,320","11","2,220","0.00","16.00"
"AHFC","0","00/00/0000","0","0","0","0","18,500","16","21,460","11","20,535","0.00","60.00"
"ESTER C PER TAB","0","00/00/0000","0","TAB","ORAL","BIASA","0","16","0","11","0","0.00","36.00"
"ALLORIS TAB","0","00/00/0000","0","0","0","0","5,550","16","6,438","11","6,161","0.00","51.00"
"ATIVAN 2 MG","0","00/00/0000","LORAZEPAM 2 MG","TABLET","ORAL","PSIKOTROPIKA","6,050","16","7,018","11","6,716","0.00","159.00"
"VICKS DEWASA 54ML","0","00/00/0000","0","BOTOL/DROP","ORAL","BIASA","18,863","16","21,881","11","20,938","0.00","3.00"
"DECOLGEN PER STRIP","0","00/00/0000","0","TAB","ORAL","BIASA","1,881","16","2,182","11","2,088","0.00","3.00"
"Hansaplast Roll 1.25","0","00/00/0000","0","0","0","0","3,635","16","4,217","11","4,035","0.00","3.00"
"NUZIP 100MG","0","00/00/0000","CLOZAPINE 100MG","BOX","ORAL","BIASA","21,978","16","25,494","11","24,396","0.00","60.00"
"WOODS EXP 100ML","0","00/00/0000","0","FLS","SYR","BIASA","31,001","16","35,961","11","34,411","0.00","2.00"
"BALSAM GELIGA 40GR","0","00/00/0000","0","BOTOL","LUAR","BIASA","0","16","0","11","0","0.00","2.00"
"WOODS ATT 100ML","0","00/00/0000","0","BOTOL/DROP","ORAL","BIASA","33,001","16","38,281","11","36,631","0.00","3.00"
"RISPERIDONE 2MG","0","00/00/0000","RISPERIDONE 2MG","BOX","ORAL","BIASA","2,397","16","2,781","11","2,661","0.00","415.00"
"BALSAM GELIGA 20GR","0","00/00/0000","0","BOTOL","LUAR","BIASA","8,048","16","9,336","11","8,933","0.00","1.00"
"Hansaplast Elastis","0","00/00/0000","0","0","0","0","283","16","328","11","314","0.00","228.00"
"ACTIFED SYR MERAH 60ML","0","00/00/0000","0","FLS","SYR","BIASA","58,164","16","67,470","11","64,562","0.00","3.00"
"ARGIMEP EFF","0","00/00/0000","0","0","0","0","55,500","16","64,380","11","61,605","0.00","22.00"
"MADU TJ JRK/STRW SACH","0","00/00/0000","0","SACH","ORAL","BIASA","777","16","901","11","862","0.00","5.00"
"BALSAM LANG 40GR","0","00/00/0000","0","BOTOL","LUAR","BIASA","16,440","16","19,070","11","18,248","0.00","1.00"
"ACTIFED EXP SYR HJ 60ML","0","00/00/0000","0","FLS","SYR","BIASA","58,164","16","67,470","11","64,562","0.00","3.00"
"FRIDEP 50MG","0","00/00/0000","SERTRALINE 50MG","BOX","ORAL","BIASA","10,360","16","12,018","11","11,500","0.00","117.00"
"ADALAT OROS 30 MG","0","00/00/0000","NIFEDIPINE","0","0","0","9,947","16","11,539","11","11,041","0.00","50.00"
"BALSAM LANG 20 GR","0","00/00/0000","0","BOTOL","LUAR","BIASA","8,048","16","9,336","11","8,933","0.00","0.00"
"CDR FRUIT PUNCH / SWEET","0","00/00/0000","0","FL","EFF","BIASA","0","16","0","11","0","0.00","1.00"
"VICKS VAPORUB 50GR","0","00/00/0000","0","POT","LUAR","BIASA","33,511","16","38,873","11","37,197","0.00","0.00"
"REDOXON EFF","0","00/00/0000","0","FL","TAB","BIASA","0","16","0","11","0","0.00","1.00"
"BRAINACT 500 MG","0","00/00/0000","CITICHOLINE","0","0","0","19,055","16","22,104","11","21,151","0.00","70.00"
"SILADEX 30ML (ALL VAR)","0","00/00/0000","0","FLS","SYR","BIASA","7,659","16","8,884","11","8,501","0.00","1.00"
"PROTECAL DEF EFF TUBE","0","00/00/0000","0","FL","EFF","BIASA","34,410","16","39,916","11","38,195","0.00","2.00"
"OBH ITRASAL SYR","0","00/00/0000","0","FLS","SYR","BIASA","6,964","16","8,078","11","7,730","0.00","1.00"
"BECEFORT","0","00/00/0000","0","0","0","0","1,563","16","1,813","11","1,735","0.00","70.00"
"VICKS VAPORUB 10GR","0","00/00/0000","0","POT","LUAR","BIASA","7,471","16","8,666","11","8,293","0.00","4.00"
"ESILGAN 2 MG","0","00/00/0000","ESTAZOLAM 2 MG","TABLET","ORAL","PSIKOTROPIKA","7,548","16","8,756","11","8,378","0.00","729.00"
"PARATUSIN SYR 60ML","0","00/00/0000","0","FLS","SYR","BIASA","36,242","16","42,041","11","40,229","0.00","0.00"
"PROTECAL SOLID EFF TUBE","0","00/00/0000","0","FL","EFF","BIASA","34,410","16","39,916","11","38,195","0.00","1.00"
"PROTECAL SOLID EFF SACH","0","00/00/0000","0","FL","EFF","BIASA","3,441","16","3,992","11","3,820","0.00","6.00"
"BALSAM KAKI TIGA 20GR","0","00/00/0000","0","POT","LUAR","BIASA","8,605","16","9,982","11","9,552","0.00","1.00"
"EUFORIS 2 MG","0","00/00/0000","CLONAZEPAM 2 MG","TABLET","ORAL","PSIKOTROPIKA","8,048","16","9,336","11","8,933","0.00","257.00"
"LEVOPAR","0","00/00/0000","LEVODOPA 100MG DAN BENSERAZIDE","TABLET","ORAL","BIASA","4,440","16","5,150","11","4,928","0.00","87.00"
"CURCUMA+SHARPY ORANGE / STRAW","0","00/00/0000","0","FLS","SYR","BIASA","15,207","16","17,640","11","16,880","0.00","2.00"
"PROMAG PER STRIP","0","00/00/0000","0","TAB","TAB","BIASA","7,767","16","9,010","11","8,621","0.00","9.00"
"DOGMATIL","0","00/00/0000","SULPIRIDE","BOX","ORAL","BIASA","3,982","16","4,619","11","4,420","0.00","138.00"
"FRIXITAS 0,5 MG","0","00/00/0000","ALPRAZOLAM 0,5 MG","TABLET","ORAL","PSIKOTROPIKA","3,552","16","4,120","11","3,943","0.00","417.00"
"FITAJOINT 35 ROLLGEL","0","00/00/0000","0","BOTOL","LUAR","BIASA","83,250","16","96,570","11","92,408","0.00","4.00"
"BISOLVON TAB","0","00/00/0000","0","0","0","0","2,503","16","2,903","11","2,778","0.00","819.00"
"SAKATONIK ABC ALL","0","00/00/0000","0","TAB","TAB","BIASA","17,000","16","19,720","11","18,870","0.00","3.00"
"NUDEP 50MG","0","00/00/0000","SERTRALINE","BOX","ORAL","BIASA","15,540","16","18,026","11","17,249","0.00","139.00"
"0","0","00/00/0000","Phospholipid 300 mg  Silybin Phospholid 120 mg  Schisandra chinensis fructus extract 75 mg  Vitamin","KAPSUL","ORAL","BIASA","13,320","16","15,451","11","14,785","0.00","30.00"
"MYLANTA PER TAB","0","00/00/0000","0","TAB","TAB","BIASA","803","16","931","11","891","0.00","60.00"
"HUFAGRIP BP HIJAU","0","00/00/0000","0","FLS","SYR","BIASA","19,149","16","22,213","11","21,255","0.00","2.00"
"ANTIMO PER TABLET","0","00/00/0000","DIPHENHYDRINATE","BOX","ORAL","BIASA","478","16","554","11","531","0.00","709.00"
"M GANDAPURA LANG 30 ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","6,967","16","8,082","11","7,733","0.00","2.00"
"HUFAGRIPP TMP MERAH","0","00/00/0000","0","FLS","SYR","BIASA","14,946","16","17,337","11","16,590","0.00","1.00"
"LIPITOR 40MG","0","00/00/0000","ATORVASTATIN 20MG","TABLET","ORAL","BIASA","23,714","16","27,508","11","26,323","0.00","28.00"
"HUFAGRIP FLU KUNING","0","00/00/0000","0","FLS","SYR","BIASA","0","16","0","11","0","0.00","1.00"
"MERLOPAM 2 MG","0","00/00/0000","LORAZEPAM 2 MG","TABLET","ORAL","PSIKOTROPIKA","4,440","16","5,150","11","4,928","0.00","558.00"
"M GANDAPURA LANG 60ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","11,825","16","13,717","11","13,126","0.00","1.00"
"DARYANTULLE","0","00/00/0000","0","0","0","0","24,777","16","28,741","11","27,502","0.00","17.00"
"PERSIDAL 2MG","0","00/00/0000","RISPERIDONE","BOX","ORAL","BIASA","7,215","16","8,369","11","8,009","0.00","192.00"
"PRORIS SYR","0","00/00/0000","0","FLS","SYR","BIASA","25,530","16","29,615","11","28,338","0.00","2.00"
"PROCLOZAM 10 MG","0","00/00/0000","CLOBAZAM 10 MG","TABLET","ORAL","PSIKOTROPIKA","1,943","16","2,254","11","2,157","0.00","301.00"
"SANMOL DROP","0","00/00/0000","0","FLS","DROP","BIASA","0","16","0","11","0","0.00","1.00"
"BLOOD LANCET","0","00/00/0000","0","0","0","0","15,727","16","18,243","11","17,457","0.00","3.00"
"MINYAK OTOT GELIGA 60ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","27,268","16","31,631","11","30,267","0.00","2.00"
"LODIA","0","00/00/0000","LOPERAMIDE","TABLET","ORAL","BIASA","1,277","16","1,481","11","1,417","0.00","104.00"
"M  KAPAK 10ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","14,967","16","17,362","11","16,613","0.00","1.00"
"LIVOPI","0","00/00/0000","Phospholipid 300 mg  Silybin Phospholid 120 mg  Schisandra chinensis fructus extract 75 mg  Vitamin","KAPSUL","ORAL","BIASA","13,320","16","15,451","11","14,785","0.00","30.00"
"M  KAPAK 14ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","20,855","16","24,192","11","23,149","0.00","3.00"
"BYE-BYE FEVER BABY","0","00/00/0000","0","PC","ALKES","BIASA","6,440","16","7,470","11","7,148","0.00","17.00"
"PROHIPER 10 MG","0","00/00/0000","METHYLPHENIDATE HCL 10 MG","TABLET","ORAL","PSIKOTROPIKA","10,175","16","11,803","11","11,294","0.00","251.00"
"M  KAPAK 28ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","39,313","16","45,603","11","43,637","0.00","3.00"
"CEREBROFORT GOLD SYR","0","00/00/0000","0","FLS","SYR","BIASA","20,501","16","23,781","11","22,756","0.00","1.00"
"XEPAGEL PER 5GRAM","0","00/00/0000","0","BOX","SALEP","0","11,100","16","12,876","11","12,321","0.00","60.00"
"CONBIS 2.5 MG","0","00/00/0000","BISOPROLOL","0","0","0","3,330","16","3,863","11","3,696","0.00","110.00"
"M KAPAK 56ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","65,171","16","75,598","11","72,340","0.00","3.00"
"INTUNAL SYR","0","00/00/0000","0","FLS","SYR","BIASA","23,310","16","27,040","11","25,874","0.00","1.00"
"RIKLONA 2 MG","0","00/00/0000","CLONAZEPAM 2 MG","TABLET","ORAL","PSIKOTROPIKA","10,726","16","12,442","11","11,906","0.00","207.00"
"LAXADINE SYR 60ML","0","00/00/0000","0","FLS","SYR","BIASA","0","16","0","11","0","0.00","3.00"
"CAR-Q 100","0","00/00/0000","0","0","0","0","14,800","16","17,168","11","16,428","0.00","102.00"
"HYPAFIX  5X1","0","00/00/0000","0","0","0","0","21,922","16","25,430","11","24,333","0.00","3.00"
"M TAWON CC","0","00/00/0000","0","BOTOL","LUAR","BIASA","21,199","16","24,591","11","23,531","0.00","0.00"
"HYPAFIX  5X5","0","00/00/0000","0","0","0","0","91,686","16","106,356","11","101,771","0.00","1.00"
"M TAWON DD","0","00/00/0000","0","BOTOL","LUAR","BIASA","28,749","16","33,349","11","31,911","0.00","0.00"
"M TAWON EE","0","00/00/0000","0","BOTOL","LUAR","BIASA","46,597","16","54,053","11","51,723","0.00","2.00"
"LASGAN","0","00/00/0000","LANSOPRAZOLE 30MG","KAPSUL","ORAL","BIASA","19,425","16","22,533","11","21,562","0.00","83.00"
"M TAWON FF","0","00/00/0000","0","BOTOL","LUAR","BIASA","65,825","16","76,357","11","73,066","0.00","2.00"
"CPG 75 MG","0","00/00/0000","CLOPIDOGREL","0","0","0","24,420","16","28,327","11","27,106","0.00","87.00"
"M TELON LANG 100ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","25,623","16","29,723","11","28,442","0.00","1.00"
"PERBAN 5CM","0","00/00/0000","0","0","0","0","910","16","1,056","11","1,010","0.00","100.00"
"SANMAG SYR","0","00/00/0000","0","FLS","SYR","BIASA","0","16","0","11","0","0.00","1.00"
"CONCOR 5 MG","0","00/00/0000","BISOPROLOL","0","0","0","10,553","16","12,241","11","11,714","0.00","20.00"
"MYLANTA SYRUP 50ML","0","00/00/0000","0","FLS","SYR","BIASA","15,041","16","17,448","11","16,696","0.00","1.00"
"GUANISTREP SYR","0","00/00/0000","0","FLS","SYR","BIASA","8,542","16","9,909","11","9,482","0.00","1.00"
"MYLANTA SYRUP 150ML","0","00/00/0000","0","FLS","SYR","BIASA","40,415","16","46,881","11","44,861","0.00","1.00"
"BORRAGINOL S CREAM","0","00/00/0000","0","TUBE","BEBAS","BIASA","116,550","16","135,198","11","129,371","0.00","3.00"
"PLANTACID SYR","0","00/00/0000","0","BOTOL","ORAL","BIASA","13,320","16","15,451","11","14,785","0.00","2.00"
"CONCOR 2,5 MG","0","00/00/0000","BISOPROLOL","0","0","0","7,652","16","8,876","11","8,494","0.00","117.00"
"PLANTACID FORTE SYR","0","00/00/0000","0","FLS","SYR","BIASA","33,300","16","38,628","11","36,963","0.00","1.00"
"M TELON KONICARE 60ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","0","16","0","11","0","0.00","1.00"
"CARDISAN 10 MG","0","00/00/0000","AMLODIPIN","0","0","0","12,599","16","14,615","11","13,985","0.00","291.00"
"M  TELON KONICARE 125ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","38,107","16","44,204","11","42,299","0.00","1.00"
"CATAFLAM 50 MG","0","00/00/0000","NATRIUM DICLOFENAC","0","0","0","6,818","16","7,909","11","7,568","0.00","58.00"
"RENALYTE","0","00/00/0000","0","FL","LOT","BIASA","22,200","16","25,752","11","24,642","0.00","1.00"
"PERBAN 10CM","0","00/00/0000","0","0","0","0","1,200","16","1,392","11","1,332","0.00","30.00"
"FAKTU OINT","0","00/00/0000","0","TUBE","BEBAS","BIASA","125,597","16","145,693","11","139,413","0.00","2.00"
"KONICARE MINYAK TELON PLUS 125ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","45,078","16","52,290","11","50,037","0.00","1.00"
"ORALIT","0","00/00/0000","0","SACK","SACK","BIASA","467","16","542","11","518","0.00","70.00"
"OPTIMAX","0","00/00/0000","0","KAPSUL","ORAL","BIASA","6,845","16","7,940","11","7,598","0.00","18.00"
"CEFAT 500 MG","0","00/00/0000","CEFADROXIL","0","0","0","12,099","16","14,035","11","13,430","0.00","24.00"
"DETTOL SABUN 110GR","0","00/00/0000","0","PC","0","BIASA","6,468","16","7,503","11","7,179","0.00","7.00"
"PERBAN 15Cm","0","00/00/0000","0","0","0","0","1,700","16","1,972","11","1,887","0.00","30.00"
"VOLTADEX 50MG","0","00/00/0000","NATRIUM DICKLOFENAC","BOX","ORAL","BIASA","256","16","297","11","284","0.00","221.00"
"JF SULFUR","0","00/00/0000","0","PCS","LAIN-LAIN","BIASA","12,410","16","14,396","11","13,775","0.00","3.00"
"M  KP LANG 15ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","5,750","16","6,670","11","6,383","0.00","3.00"
"CELEBREX 100MG","0","00/00/0000","CELEXOSIB","0","0","0","12,012","16","13,934","11","13,333","0.00","7.00"
"ASEPSO","0","00/00/0000","0","PC","LAIN-LAIN","BIASA","7,500","16","8,700","11","8,325","0.00","3.00"
"OPIVASK 10","0","00/00/0000","0","TABLET","ORAL","BIASA","12,765","16","14,807","11","14,169","0.00","55.00"
"SABUN HIJAU","0","00/00/0000","0","PC","LAIN-LAIN","BIASA","5,000","16","5,800","11","5,550","0.00","3.00"
"INTUNAL FORTE PER TAB","0","00/00/0000","0","TAB","ORAL","BIASA","900","16","1,044","11","999","0.00","150.00"
"LACTACYD FH PINK 60ML","0","00/00/0000","0","FLS","LOT","BIASA","26,695","16","30,966","11","29,631","0.00","2.00"
"NOSPIRINAL","0","00/00/0000","0","TABLET","ORAL","BIASA","666","16","773","11","739","0.00","440.00"
"COMBIVEN 2,5ML 2O*S","0","00/00/0000","0","0","0","0","24,436","16","28,346","11","27,124","0.00","23.00"
"M KP LANG 30ML","0","00/00/0000","0","BOTOL","0","BIASA","10,500","16","12,180","11","11,655","0.00","3.00"
"ZYPRAZ 1 MG","0","00/00/0000","ALPRAZOLAM 1 MG","TABLET","TABLET","PSIKOTROPIKA","6,105","16","7,082","11","6,777","0.00","2.00"
"FUNGIDERM 5GRAM","0","00/00/0000","CLOTRIMAZOLE","TUBE","LUAR","BIASA","12,954","16","15,027","11","14,379","0.00","2.00"
"TROPICANA SLIM DIAB 100*S","0","00/00/0000","0","BOX","PULV","BIASA","0","16","0","11","0","0.00","1.00"
"M  KP LANG 60ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","0","16","0","11","0","0.00","4.00"
"BODREX TAB","0","00/00/0000","0","TAB","TAB","BIASA","3,598","16","4,174","11","3,994","0.00","1.00"
"CERINI TAN","0","00/00/0000","0","0","0","0","4,329","16","5,022","11","4,805","0.00","25.00"
"M KP LANG 120ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","37,093","16","43,028","11","41,173","0.00","2.00"
"CONBIS 5 MG","0","00/00/0000","0","0","0","0","5,550","16","6,438","11","6,161","0.00","120.00"
"TROPICANA SLIM CLAS 50*S","0","00/00/0000","0","BOX","PULV","BIASA","42,735","16","49,573","11","47,436","0.00","3.00"
"CODIPRONT KAPSUL","0","00/00/0000","CODEIN, PHENYLTOLOXAMINE","KAPSUL","ORAL","NARKOTIKA","8,010","16","9,292","11","8,891","0.00","130.00"
"M KP LANG 210ML","0","00/00/0000","0","BOTOL","LUAR","BIASA","0","16","0","11","0","0.00","1.00"
"SPUIT ONEMED 100ML","0","00/00/0000","0","0","0","0","25,000","16","29,000","11","27,750","0.00","2.00"
"GENTAMICIN SK","0","00/00/0000","GENTAMICIN","TUBE","LUAR","BIASA","3,700","16","4,292","11","4,107","0.00","22.00"
"MIXAGRIP FLU","0","00/00/0000","0","STRIP","ORAL","BIASA","2,620","16","3,039","11","2,908","0.00","3.00"
"TROPICANA SLIM CLAS 25*S","0","00/00/0000","0","BOX","PULV","BIASA","23,310","16","27,040","11","25,874","0.00","1.00"
"ACYCLOVIR CREAM 5GRAM","0","00/00/0000","ACYCLOVIR","TUBE","LUAR","BIASA","6,728","16","7,804","11","7,468","0.00","27.00"
"MIXAGRIP FLU BATUK","0","00/00/0000","0","STRIP","ORAL","BIASA","2,740","16","3,178","11","3,041","0.00","16.00"
"SPUIT TERUMO 10ML","0","00/00/0000","0","0","0","0","4,000","16","4,640","11","4,440","0.00","11.00"
"MALTOFER FOL","0","00/00/0000","0","TABLET","ORAL","BIASA","3,419","16","3,966","11","3,795","0.00","164.00"
"HYDROCORTISONE 2,5% 5GRAM","0","00/00/0000","HYDROCORTISONE 2,5%","TUBE","LUAR","BIASA","6,660","16","7,726","11","7,393","0.00","19.00"
